v0101,v0102,v0103,v0103A,v0103B,v0104,v0201,v02A01,v02A02,v02A03,v02B01,v0301,v0302,v04A02,V04A03,V04B01,Exception,route,soortGezag,gezag_ouder1,gezag_ouder2,gezag_niet_ouder1,gezag_niet_ouder2,Index,Uitleg
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,,,,11i,N,Nee,Nee,Nee,Nee,19,Persoon is minderjarig staat volgens het gezagsregister onder toezicht van ouder1. Bij het ophalen van de persoonslijst van ouder1 zijn relevante gegevens in onderzoek aangetroffen. Soort gezag is ‘N’ kan niet bepalen.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,Nee,,,11,OG1,Ja,Nee,Nee,Nee,20,Persoon is minderjarig staat volgens het gezagsregister onder toezicht van ouder1. Beide ouders zijn bevoegd tot gezag. Soort gezag is ‘OG1’ Ouder1 heeft gezag.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,Nee_ouder1,,,11o1,OG1,Ja,Nee,Nee,Nee,21,Persoon is minderjarig staat volgens het gezagsregister onder toezicht van ouder1. Ouder1 is onbevoegd tot gezag. Soort gezag is ‘OG1’ Ouder2 heeft gezag.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,Nee_ouder2,,,11o2,G,Nee,Nee,Nee,Nee,22,Persoon is minderjarig staat volgens het gezagsregister onder toezicht van ouder1. Ouder1 is onbevoegd tot gezag.  Soort gezag is ‘G’ Tijdelijk geen gezag.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,Ja,,,12,G,Nee,Nee,Nee,Nee,23,Persoon is minderjarig staat volgens het gezagsregister onder toezicht van ouder1. Beide ouders zijn onbevoegd tot gezag. Soort gezag is ‘G’ Tijdelijk geen gezag.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,,,,13i,N,Nee,Nee,Nee,Nee,24,Persoon is minderjarig staat volgens het gezagsregister onder toezicht van ouder2. Bij het ophalen van de persoonslijst van ouder2 zijn relevante gegevens in onderzoek aangetroffen. Soort gezag is ‘N’ kan niet bepalen.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Nee,,,13,OG1,Nee,Ja,Nee,Nee,25,Persoon is minderjarig staat volgens het gezagsregister onder toezicht van ouder2. Beide ouders zijn bevoegd tot gezag. Soort gezag is ‘OG1’ Ouder1 heeft gezag.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Nee_ouder1,,,13o1,G,Nee,Nee,Nee,Nee,26,Persoon is minderjarig staat volgens het gezagsregister onder toezicht van ouder2. Ouder2 is onbevoegd tot gezag.  Soort gezag is ‘G’ Tijdelijk geen gezag.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Nee_ouder2,,,13o2,OG1,Nee,Ja,Nee,Nee,27,Persoon is minderjarig staat volgens het gezagsregister onder toezicht van ouder2. Ouder1 is onbevoegd tot gezag. Soort gezag is ‘OG1’ Ouder2 heeft gezag.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Ja,,,14,G,Nee,Nee,Nee,Nee,28,Persoon is minderjarig staat volgens het gezagsregister onder toezicht van ouder2. Beide ouders zijn onbevoegd tot gezag. Soort gezag is ‘G’ Tijdelijk geen gezag.
Ja,Ja,Nee,Nee,,Ja,,,,,,Ja,,,,,,15i,N,Nee,Nee,Nee,Nee,29,Persoon is minderjarig heeft indicatie in gezagsregister en recente relevante gebeurtenis(sen). Bij het bepalen van hoeveel ouders staan relevante gegevens in onderzoek. Soort gezag is ‘N’ kan niet bepalen.
Ja,Ja,Nee,Nee,,Ja,Geen_ouders,,,,,Ja,,,,,,15,G,Nee,Nee,Nee,Nee,30,Persoon is minderjarig heeft indicatie in gezagsregister en recente relevante gebeurtenis(sen). Heeft geen ouders. Soort gezag is ‘G’ Tijdelijk geen gezag.
Ja,Ja,Nee,Nee,,Ja,1_of_2_puntouders,,,,,Ja,,,,,,16,N,Nee,Nee,Nee,Nee,31,Persoon is minderjarig heeft indicatie in gezagsregister en recente relevante gebeurtenis(sen). Heeft 1 of meer puntouders. Soort gezag is ‘N’ kan niet bepalen.
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,,Ja,,,,,,17i,N,Nee,Nee,Nee,Nee,32,Persoon is minderjarig heeft indicatie in gezagsregister en recente relevante gebeurtenis(sen). Heeft 1 ouder. Bij de gezagsbepaling zijn relevante gegevens in onderzoek aangetroffen. Soort gezag is ‘N’ kan niet bepalen.
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Nee,Ja,,,,,,17ii,N,Nee,Nee,Nee,Nee,33,Persoon is minderjarig heeft indicatie in gezagsregister en recente relevante gebeurtenis(sen). Heeft 1 ouder. Ouder heeft geen relatie. Bij de gezagsbepaling zijn relevante gegevens in onderzoek aangetroffen. Soort gezag is ‘N’ kan niet bepalen.
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Nee,Ja,,,Ja,,,17,G,Nee,Nee,Nee,Nee,34,Persoon is minderjarig heeft indicatie in gezagsregister en recente relevante gebeurtenis(sen). Heeft 1 ouder. Ouder heeft geen relatie. Ouder is onbevoegd tot gezag. Soort gezag is ‘G’ Tijdelijk geen gezag.
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Nee,Ja,,,Nee_ouder1,,,18o1,OG1,Ja,Nee,Nee,Nee,35,Todo
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Nee,Ja,,,Nee_ouder2,,,18o2,OG1,Nee,Ja,Nee,Nee,36,Todo
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,,,19i,N,Nee,Nee,Nee,Nee,37,Todo
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,Nee,,19,GG,Nee,Nee,Nee,Nee,38,Todo
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_nietouder1,,20no1,OG1,Ja,Nee,Nee,Nee,39,Todo
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_nietouder2,,20no2,OG1,Nee,Ja,Nee,Nee,40,Todo
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_ouder1,,21o1,V,Nee,Nee,Ja,Nee,41,Todo
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_ouder2,,21o2,V,Nee,Nee,Nee,Ja,42,Todo
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_beiden,,22,G,Nee,Nee,Nee,Nee,43,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,,,,,,,,,,,23i,N,Nee,Nee,Nee,Nee,44,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,Nee,,,,23,OG2,Ja,Ja,Nee,Nee,45,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,Ja_ouder1,,,,24,OG1,Nee,Ja,Nee,Nee,46,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,Ja_ouder2,,,,25,OG1,Ja,Nee,Nee,Nee,47,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,Ja_beiden,,,,26,G,Nee,Nee,Nee,Nee,48,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Ja,,,,Ja,,,,,,27i,N,Nee,Nee,Nee,Nee,49,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Ja,,,,Ja,,Nee,,,,27,OG2,Ja,Ja,Nee,Nee,50,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Ja,,,,Ja,,Ja_ouder1,,,,28,OG1,Nee,Ja,Nee,Nee,51,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Ja,,,,Ja,,Ja_ouder2,,,,29,OG1,Ja,Nee,Nee,Nee,52,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Ja,,,,Ja,,Ja_beiden,,,,30,G,Nee,Nee,Nee,Nee,53,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,,,,,31i,N,Nee,Nee,Nee,Nee,54,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,,,Ja,,,,,,31ii,N,Nee,Nee,Nee,Nee,55,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,,,,31iii,N,Nee,Nee,Nee,Nee,56,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,Ja,,,31,G,Nee,Nee,Nee,Nee,57,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,Ja_ouder1,,,,31n1,OG1,Nee,Ja,Nee,Nee,58,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,Ja_ouder2,,,,31n2,OG1,Ja,Nee,Nee,Nee,59,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,Ja_beiden,,,,31nb,G,Nee,Nee,Nee,Nee,60,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,,,,,31ni,N,Nee,Nee,Nee,Nee,61,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,Nee,,,32,OG1,Ja,Ja,Nee,Nee,62,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,,Nee,,,32n,OG1,Ja,Ja,Nee,Nee,63,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,,Nee_ouder1,,,32no1,OG1,Ja,Nee,Nee,Nee,64,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,,Nee_ouder2,,,32no2,OG1,Nee,Ja,Nee,Nee,65,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,Nee_ouder1,,,32o1,OG1,Ja,Nee,Nee,Nee,66,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,Nee_ouder2,,,32o2,OG1,Nee,Ja,Nee,Nee,67,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,,,,,33i,N,Nee,Nee,Nee,Nee,68,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,Nee,,,,33,OG2,Ja,Ja,Nee,Nee,69,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,Ja_ouder1,,,,34,OG1,Nee,Ja,Nee,Nee,70,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,Ja_ouder2,,,,35,OG1,Ja,Nee,Nee,Nee,71,Todo
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,Ja_beiden,,,,36,G,Nee,Nee,Nee,Nee,72,Todo
Ja,Ja,Nee,Nee,,Nee,,,,,,,,,,,,37i,N,Nee,Nee,Nee,Nee,73,Todo
Ja,Ja,Nee,Nee,,Nee,Geen_ouders,,,,,,,,,,,37,G,Nee,Nee,Nee,Nee,74,Todo
Ja,Ja,Nee,Nee,,Nee,1_of_2_puntouders,,,,,,,,,,,38,N,Nee,Nee,Nee,Nee,75,Todo
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,,,,,,,,39i,N,Nee,Nee,Nee,Nee,76,Todo
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Nee,,,,,,,39ii,N,Nee,Nee,Nee,Nee,77,Todo
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Nee,,,,Ja,,,39,G,Nee,Nee,Nee,Nee,78,Todo
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Nee,,,,Nee,,,40,OG1,Ja,Ja,Nee,Nee,79,Todo
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Nee,,,,Nee_ouder1,,,40o1,OG1,Ja,Nee,Nee,Nee,80,Todo
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Nee,,,,Nee_ouder2,,,40o2,OG1,Nee,Ja,Nee,Nee,81,Todo
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Ja,,,,,,,41i,N,Nee,Nee,Nee,Nee,82,Todo
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Ja,,,,,Nee,,41,GG,Ja,Ja,Ja,Ja,83,Todo
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Ja,,,,,Ja_nietouder1,,42no1,OG1,Ja,Nee,Nee,Nee,84,Todo
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Ja,,,,,Ja_nietouder2,,42no2,OG1,Ja,Ja,Nee,Nee,85,Todo
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Ja,,,,,Ja_ouder1,,43o1,V,Nee,Nee,Ja,Nee,86,Todo
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Ja,,,,,Ja_ouder2,,43o2,V,Nee,Nee,Nee,Ja,87,Todo
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Ja,,,,,Ja_beiden,,44,G,Nee,Nee,Nee,Nee,88,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,,,,,,,,,,,45i,N,Nee,Nee,Nee,Nee,89,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_gescheiden,,,,,,,,,,45ii,N,Nee,Nee,Nee,Nee,90,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_gescheiden,,,,,,Nee,,,,45,OG2,Ja,Ja,Nee,Nee,91,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_gescheiden,,,,,,Ja_ouder1,,,,46,OG1,Nee,Nee,Nee,Nee,92,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_gescheiden,,,,,,Ja_ouder2,,,,47,OG1,Nee,Nee,Nee,Nee,93,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_gescheiden,,,,,,Ja_beiden,,,,48,G,Nee,Nee,Nee,Nee,94,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Ja,,,,,,,,,,49i,N,Nee,Nee,Nee,Nee,95,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Ja,,,,,,Nee,,,,49,OG2,Ja,Ja,Nee,Nee,96,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Ja,,,,,,Ja_ouder1,,,,50,OG1,Nee,Ja,Nee,Nee,97,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Ja,,,,,,Ja_ouder2,,,,51,OG1,Ja,Nee,Nee,Nee,98,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Ja,,,,,,Ja_beiden,,,,52,G,Nee,Nee,Nee,Nee,99,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_nooit,,,,,,,,,,53i,N,Nee,Nee,Nee,Nee,100,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_nooit,Nee,,,,,,,,,53ii,N,Nee,Nee,Nee,Nee,101,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_nooit,Nee,Voor,,,,,,,,53iii,N,Nee,Nee,Nee,Nee,102,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_nooit,Nee,Voor,,,,,Ja,,,53,G,Nee,Nee,Nee,Nee,103,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_nooit,Nee,Na,,,,,,,,53ni,N,Nee,Nee,Nee,Nee,104,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_nooit,Nee,Na,,,,Ja_ouder1,,,,53n1,OG1,Nee,Ja,Nee,Nee,105,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_nooit,Nee,Na,,,,Ja_ouder2,,,,53n2,OG1,Ja,Nee,Nee,Nee,106,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_nooit,Nee,Na,,,,Ja_beiden,,,,53nb,G,Nee,Nee,Nee,Nee,107,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_nooit,Nee,Voor,,,,,Nee,,,54,N,Nee,Nee,Nee,Nee,109,"Persoon is minderjarig, soort gezag is OG1, echter er kan niet bepaald worden welke ouder het betreft. Soort gezag is ‘N’ kan niet bepalen."
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_nooit,Nee,Voor,,,,,Nee_ouder1,,,54o1,OG1,Ja,Nee,Nee,Nee,110,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_nooit,Nee,Voor,,,,,Nee_ouder2,,,54o2,OG1,Nee,Ja,Nee,Nee,111,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_nooit,Nee,Na,,,,Nee,,,,54n,OG2,Ja,Ja,Nee,Nee,112,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_nooit,Ja,,,,,,,,,55i,N,Nee,Nee,Nee,Nee,113,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_nooit,Ja,,,,,Nee,,,,55,OG2,Ja,Ja,Nee,Nee,114,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_nooit,Ja,,,,,Ja_ouder1,,,,56,OG1,Nee,Ja,Nee,Nee,115,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_nooit,Ja,,,,,Ja_ouder2,,,,57,OG1,Ja,Nee,Nee,Nee,116,Todo
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_nooit,Ja,,,,,Ja_beiden,,,,58,G,Nee,Nee,Nee,Nee,117,Todo
Ja,Ja,Nee,Ja,,,,,,,,,,,,,,3ai,N,Nee,Nee,Nee,Nee,118,Todo
Ja,Ja,Nee,Ja,Nee,,,,,,,,,,,,,3a,N,Nee,Nee,Nee,Nee,119,Todo
Ja,Ja,Nee,Ja,Ja,,,,,,,,,,,,,4ai,N,Nee,Nee,Nee,Nee,120,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,,,,,,,4aii,N,Nee,Nee,Nee,Nee,121,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1D,,,,,4a,V,Nee,Nee,Nee,Nee,122,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2D,,,,,5a,V,Nee,Nee,Nee,Nee,122,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,D,,,,,6a,V,Nee,Nee,Nee,Nee,123,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,12,,,,,7ai,N,Nee,Nee,Nee,Nee,124,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,12,Nee,,,,7a,OG2,Ja,Ja,Nee,Nee,125,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,12,Ja_ouder1,,,,8a,OG1,Nee,Ja,Nee,Nee,126,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,12,Ja_ouder2,,,,9a,OG1,Ja,Nee,Nee,Nee,127,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,12,Ja_beiden,,,,10a,G,Nee,Nee,Nee,Nee,128,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,,,,11ai,N,Nee,Nee,Nee,Nee,129,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,Nee,,,11a,OG1,Ja,Nee,Nee,Nee,130,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,Nee_ouder1,,,11ao1,OG1,Ja,Nee,Nee,Nee,131,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,Nee_ouder2,,,11ao2,G,Nee,Nee,Nee,Nee,132,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,Ja,,,12a,G,Nee,Nee,Nee,Nee,133,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,,,,13ai,N,Nee,Nee,Nee,Nee,134,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Nee,,,13a,OG1,Nee,Ja,Nee,Nee,135,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Nee_ouder1,,,13ao1,G,Nee,Nee,Nee,Nee,136,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Nee_ouder2,,,13ao2,OG1,Nee,Ja,Nee,Nee,137,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,ja,,,14a,G,Nee,Nee,Nee,Nee,138,Todo
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Ja,,,,,,15ai,N,Nee,Nee,Nee,Nee,139,Todo
Ja,Ja,Nee,Ja,Ja,Ja,Geen_ouders,,,,,Ja,,,,,,15a,G,Nee,Nee,Nee,Nee,140,Todo
Ja,Ja,Nee,Ja,Ja,Ja,1_of_2_puntouders,,,,,Ja,,,,,,16a,N,Nee,Nee,Nee,Nee,141,Todo
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,,Ja,,,,,,17ai,N,Nee,Nee,Nee,Nee,142,Todo
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Nee,Ja,,,,,,17aii,N,Nee,Nee,Nee,Nee,143,Todo
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Nee,Ja,,,Ja,,,17a,G,Nee,Nee,Nee,Nee,144,Todo
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Nee,Ja,,,Nee_ouder1,,,18ao1,OG1,Ja,Nee,Nee,Nee,145,Todo
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Nee,Ja,,,Nee_ouder2,,,18ao2,OG1,Nee,Ja,Nee,Nee,146,Todo
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Ja,Ja,,,,,,19ai,N,Nee,Nee,Nee,Nee,147,Todo
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Ja,Ja,,,,Nee,,19a,GG,Ja,Ja,Nee,Nee,148,Todo
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_nietouder1,,20ano1,OG1,Ja,Ja,Nee,Nee,149,Todo
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_nietouder2,,20ano2,OG1,Nee,Ja,Nee,Nee,150,Todo
