v0101,v0102,v0103,v0103A,v0103B,v0104,v0201,v02A01,v02A02,v02A03,v02B01,v0301,v0302,v04A02,V04A03,V04B01,Exception,route,soortGezag,gezag_ouder1,gezag_ouder2,gezag_niet_ouder1,gezag_niet_ouder2,Index,Uitleg
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,Ja,,,12,G,Nee,Nee,Nee,Nee,1250,Minderjarig; categorie 11 ouder1; Beide ouders zijn onbevoegd tot gezag; Soort gezag is G Tijdelijk geen gezag;
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,Ja,,,12a,G,Nee,Nee,Nee,Nee,1251,Minderjarig; geadopteerd met NL akte; categorie 11 ouder1; Beide ouders zijn onbevoegd tot gezag; Soort gezag is G Tijdelijk geen gezag;
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,,,,13e,N,Nee,Nee,Nee,Nee,1300,Minderjarig; categorie 11 ouder2; bij het ophalen van de persoonslijst van ouder2 zijn relevante gegevens in onderzoek aangetroffen => soort gezag is N kan gezag niet bepalen;
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,,,,13ae,N,Nee,Nee,Nee,Nee,1301,Minderjarig; geadopteerd met NL akte; categorie 11 ouder2; bij het ophalen van de persoonslijst van ouder2 zijn relevante gegevens in onderzoek aangetroffen => soort gezag is N kan gezag niet bepalen;
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Nee,,,13,OG1,Nee,Ja,Nee,Nee,1350,Minderjarig; categorie 11 ouder2; Beide ouders zijn bevoegd tot gezag => soort gezag is OG1 en ouder1 heeft gezag;
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Nee,,,13a,OG1,Nee,Ja,Nee,Nee,1351,Minderjarig; geadopteerd met NL akte; categorie 11 ouder2; Beide ouders zijn bevoegd tot gezag => soort gezag is OG1 en ouder1 heeft gezag;
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Nee_ouder1,,,13o1,G,Nee,Nee,Nee,Nee,1360,Minderjarig; categorie 11 ouder2; Ouder2 is onbevoegd tot gezag =>  Soort gezag is G tijdelijk geen gezag;
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Nee_ouder1,,,13ao1,G,Nee,Nee,Nee,Nee,1361,Minderjarig; geadopteerd met NL akte; categorie 11 ouder2; Ouder2 is onbevoegd tot gezag =>  Soort gezag is G tijdelijk geen gezag;
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Nee_ouder2,,,13o2,OG1,Nee,Ja,Nee,Nee,1370,Minderjarig; categorie 11 ouder2; Ouder1 is onbevoegd tot gezag => soort gezag is OG1 en ouder2 heeft gezag;
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Nee_ouder2,,,13ao2,OG1,Nee,Ja,Nee,Nee,1371,Minderjarig; geadopteerd met NL akte; categorie 11 ouder2; Ouder1 is onbevoegd tot gezag => soort gezag is OG1 en ouder2 heeft gezag;
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Ja,,,14,G,Nee,Nee,Nee,Nee,1450,Minderjarig; categorie 11 ouder2; Beide ouders zijn onbevoegd tot gezag => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Ja,,,14a,G,Nee,Nee,Nee,Nee,1451,Minderjarig; geadopteerd met NL akte; categorie 11 ouder2; Beide ouders zijn onbevoegd tot gezag => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Ja,,,,,,Ja,,,,,,15e,N,Nee,Nee,Nee,Nee,1500,Minderjarig; categorie 11 en recentere gebeurtenis(sen); bij het bepalen van hoeveel ouders staan relevante gegevens in onderzoek => soort gezag is N kan gezag niet bepalen
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Ja,,,,,,15ae,N,Nee,Nee,Nee,Nee,1501,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); bij het bepalen van hoeveel ouders staan relevante gegevens in onderzoek => soort gezag is N kan gezag niet bepalen
Ja,Ja,Nee,Nee,,Ja,Geen_ouders,,,,,Ja,,,,,,15,G,Nee,Nee,Nee,Nee,1550,Minderjarig; categorie 11 en recentere gebeurtenis(sen); Heeft geen ouders => soort gezag is G tijdelijk geen gezag;
Ja,Ja,Nee,Ja,Ja,Ja,Geen_ouders,,,,,Ja,,,,,,15a,G,Nee,Nee,Nee,Nee,1551,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); Heeft geen ouders => soort gezag is G tijdelijk geen gezag;
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,,,,,Ja,,,,,,16e,N,Nee,Nee,Nee,Nee,1600,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; bij de bepaling bevoegdheid tot gezag zijn relevante gegevens in onderzoek; gezag is N kan niet bepaald worden
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,,,,,Ja,,,,,,16ae,N,Nee,Nee,Nee,Nee,1601,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; bij de bepaling bevoegdheid tot gezag zijn relevante gegevens in onderzoek; gezag is N kan niet bepaald worden
Ja,Ja,Nee,Nee,,Ja,1_of_2_puntouders,,,,,Ja,,,,,,16,N,Nee,Nee,Nee,Nee,1650,Minderjarig; categorie 11 en recentere gebeurtenis(sen); Heeft 1 of meer puntouders => soort gezag is N kan niet bepalen;
Ja,Ja,Nee,Ja,Ja,Ja,1_of_2_puntouders,,,,,Ja,,,,,,16a,N,Nee,Nee,Nee,Nee,1651,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); Heeft 1 of meer puntouders => soort gezag is N kan niet bepalen;
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,,Ja,,,,,,17e,N,Nee,Nee,Nee,Nee,1700,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft 1 ouder; bij de gezagsbepaling zijn relevante gegevens in onderzoek aangetroffen => soort gezag is N kan niet bepalen
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,,Ja,,,,,,17ae,N,Nee,Nee,Nee,Nee,1701,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft 1 ouder; bij de gezagsbepaling zijn relevante gegevens in onderzoek aangetroffen => soort gezag is N kan niet bepalen
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Nee,Ja,,,,,,17ee,N,Nee,Nee,Nee,Nee,1710,Minderjarig; categorie 11 en recentere gebeurtenis(sen); Heeft 1 ouder;  ouder heeft geen relatie; bij de gezagsbepaling zijn relevante gegevens in onderzoek aangetroffen => soort gezag is N kan niet bepalen
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Nee,Ja,,,,,,17aee,N,Nee,Nee,Nee,Nee,1711,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); Heeft 1 ouder; Ouder heeft geen relatie; Bij de gezagsbepaling zijn relevante gegevens in onderzoek aangetroffen => soort gezag is N kan niet bepalen
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Nee,Ja,,,Ja,,,17,G,Nee,Nee,Nee,Nee,1750,Minderjarig; categorie 11 en recentere gebeurtenis(sen); Heeft 1 ouder; Ouder heeft geen relatie; Ouder is onbevoegd tot gezag => Soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Nee,Ja,,,Ja,,,17a,G,Nee,Nee,Nee,Nee,1751,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); Heeft 1 ouder; Ouder heeft geen relatie; Ouder is onbevoegd tot gezag => Soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Nee,Ja,,,Nee,,,18,N,Nee,Nee,Nee,Nee,1850,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning voor 20230101 dus 1 ouder heeft gezag; er kan niet bepaald worden welke ouder het betreft; Soort gezag wordt N kan niet bepalen
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Nee,Ja,,,Nee,,,18a,N,Nee,Nee,Nee,Nee,1851,Minderjarig; Geadopteerd met NL-Akte; categorie 11 en recentere gebeurtenis(sen); heeft een ongehuwde ouder; erkenning voor 20230101 dus 1 ouder heeft gezag; er kan niet bepaald worden welke ouder het betreft; Soort gezag wordt N kan niet bepalen
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Nee,Ja,,,Nee_ouder1,,,18o1,OG1,Ja,Nee,Nee,Nee,1860,Minderjarig; categorie 11 en recentere gebeurtenis(sen); ouder ingeschreven als ouder1; is niet gehuwd of partnerschap => soort gezag is OG1 en ouder1 heeft gezag
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Nee,Ja,,,Nee_ouder1,,,18ao1,OG1,Ja,Nee,Nee,Nee,1861,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); ouder ingeschreven als ouder1;  is niet gehuwd of partnerschap => soort gezag is OG1 en ouder1 heeft gezag
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Nee,Ja,,,Nee_ouder2,,,18o2,OG1,Nee,Ja,Nee,Nee,1870,Minderjarig; categorie 11 en recentere gebeurtenis(sen); ouder ingeschreven als ouder2; is niet gehuwd of partnerschap => soort gezag is OG1 en ouder2 heeft gezag
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Nee,Ja,,,Nee_ouder2,,,18ao2,OG1,Nee,Ja,Nee,Nee,1871,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); ouder is ingeschreven als ouder2;  is niet gehuwd of partnerschap => soort gezag is OG1 en ouder2 heeft gezag
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,,,19e,N,Nee,Nee,Nee,Nee,1900,Minderjarig; categorie 11 en recentere gebeurtenis(sen); ouder is gehuwd of partnerschap; bij bepalen bevoegdheid tot gezag gegevens in onderzoek => soort gezag is N kan niet bepalen 
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Ja,Ja,,,,,,19ae,N,Nee,Nee,Nee,Nee,1901,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); ouder is gehuwd of partnerschap; bij bepalen bevoegdheid tot gezag gegevens in onderzoek => soort gezag is N kan niet bepalen 
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,Nee,,19,GG,Ja,Ja,Ja,Ja,1950,Minderjarig; categorie 11 en recentere gebeurtenis(sen); ouder is gehuwd of partnerschap; ouder en partner zijn bevoegd tot gezag => soort gezag is GG en ouder en partner hebben gezag
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Ja,Ja,,,,Nee,,19a,GG,Ja,Ja,Ja,Ja,1951,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); ouder is gehuwd of partnerschap; ouder en partner zijn bevoegd tot gezag => soort gezag is GG en ouder en partner hebben gezag
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_nietouder1,,20no1,OG1,Ja,Nee,Nee,Nee,2060,Minderjarig; categorie 11 en recentere gebeurtenis(sen); ouder ingeschreven als ouder1; ouder is gehuwd of partnerschap; partner is onbevoegd tot gezag => soort gezag is OG1 en ouder1 heeft het gezag
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_nietouder1,,20ano1,OG1,Ja,Nee,Nee,Nee,2061,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); ouder ingeschreven als ouder1; ouder is gehuwd of partnerschap; partner is onbevoegd tot gezag => soort gezag is OG1 en ouder1 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_nietouder2,,20no2,OG1,Nee,Ja,Nee,Nee,2070,Minderjarig; categorie 11 en recentere gebeurtenis(sen); ouder ingeschreven als ouder2; ouder is gehuwd of partnerschap; partner is onbevoegd tot gezag => soort gezag is OG1 en ouder2 heeft het gezag
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_nietouder2,,20ano2,OG1,Nee,Ja,Nee,Nee,2071,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); ouder ingeschreven als ouder2; ouder is gehuwd of partnerschap; partner is onbevoegd tot gezag => soort gezag is OG1 en ouder2 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_ouder1,,21o1,V,Nee,Nee,Ja,Nee,2160,Minderjarig; categorie 11 en recentere gebeurtenis(sen); ouder ingeschreven als ouder1; ouder is gehuwd of partnerschap; ouder is onbevoegd tot gezag => soort gezag is OG1 en de partner van ouder1 heeft het gezag
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_ouder1,,21ao1,V,Nee,Nee,Ja,Nee,2161,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); ouder ingeschreven als ouder1; ouder is gehuwd of partnerschap; ouder is onbevoegd tot gezag => soort gezag is OG1 en de partner van ouder1 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_ouder2,,21o2,V,Nee,Nee,Nee,Ja,2170,Minderjarig; categorie 11 en recentere gebeurtenis(sen); ouder ingeschreven als ouder2; ouder is gehuwd of partnerschap; ouder is onbevoegd tot gezag => soort gezag is V en de partner van ouder2 is voogd
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_ouder2,,21ao2,V,Nee,Nee,Nee,Ja,2171,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); ouder is ingeschreven als ouder2; ouder is gehuwd of partnerschap; ouder is onbevoegd tot gezag => soort gezag is V en de partner van ouder2 is voogd
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_beiden,,22,G,Nee,Nee,Nee,Nee,2250,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft 1 ouder; ouder is gehuwd of partnerschap; ouder en partner zijn niet bevoegd tot gezag => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_beiden,,22a,G,Nee,Nee,Nee,Nee,2251,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft 1 ouder; ouder is gehuwd of partnerschap; ouder en partner zijn niet bevoegd tot gezag => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,,,,,,,,,,,23e,N,Nee,Nee,Nee,Nee,2300,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; bij de bepaling bevoegdheid tot gezag zijn relevante gegevens in onderzoek; gezag is N kan niet bepaald worden
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,,,,,23ee,N,Nee,Nee,Nee,Nee,2310,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; bij de bepaling bevoegdheid tot gezag zijn relevante gegevens in onderzoek => soort gezag is N kan niet bepaald worden
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,,,,,23aee,N,Nee,Nee,Nee,Nee,2311,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; bij de bepaling bevoegdheid tot gezag zijn relevante gegevens in onderzoek => soort gezag is N kan niet bepaald worden
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,Nee,,,,23,OG2,Ja,Ja,Nee,Nee,2350,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; beide ouders zijn bevoegd tot gezag => soort gezag is OG2 en beide ouders hebben gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,Nee,,,,23a,OG2,Ja,Ja,Nee,Nee,2351,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; beide ouders zijn bevoegd tot gezag => soort gezag is OG2 en beide ouders hebben gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,Ja_ouder1,,,,24,OG1,Nee,Ja,Nee,Nee,2450,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; ouder1 is onbevoegd tot gezag; gezag is OG1 en ouder 2 heeft het gezag;
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,Ja_ouder1,,,,24a,OG1,Nee,Ja,Nee,Nee,2451,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; ouder1 is onbevoegd tot gezag => soort  gezag is OG1 en ouder 2 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,Ja_ouder2,,,,25,OG1,Ja,Nee,Nee,Nee,2550,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; ouder2 is onbevoegd tot gezag; gezag is OG1 en ouder 1 heeft het gezag;
